,Daily Returns,Total Returns,Funds,Margin,Portfolio Value,AAPL Position,AAPL Order,AAPL Filled Order,AAPL Trade Price,AAPL Cost to Trade,AAPL PnL,IBM Position,IBM Order,IBM Filled Order,IBM Trade Price,IBM Cost to Trade,IBM PnL,GOOG Position,GOOG Order,GOOG Filled Order,GOOG Trade Price,GOOG Cost to Trade,GOOG PnL,C Position,C Order,C Filled Order,C Trade Price,C Cost to Trade,C PnL
2015-01-28,-1.73504095,-2.9191243,61609.147,56104.74,969706.887,-477,59,59,117.62,16.0775,-3459.4875,1679,-12,-12,154.0,2.7,-3558.22,1125,0,0,522.78,0.0,-9708.75,505,88,88,48.37,12.672,-623.952
2015-01-27,-2.125836,-1.18408335,62683.9765,60257.12,986401.0865,-536,8,8,112.42,1.424,2126.576,1691,16,16,154.94,4.552,-4530.622,1125,-4,-4,529.97,2.266,-18675.726,417,88,88,48.04,11.528,-178.588
2015-01-26,-0.45124205,0.94175265,64954.9065,61874.56,1009069.3665,-544,28,28,113.74,5.908,-92.468,1675,-13,-13,158.26,3.0615,848.7585,1129,-2,-2,538.53,1.117,-5355.417,329,118,118,48.48,18.644,86.706
2015-01-23,0.6557308,1.3929947,66032.477,64235.6,1014318.907,-572,10,10,112.3,2.375,-333.135,1688,15,15,155.03,4.47,811.17,1131,-10,-10,535.59,9.315,6291.045,211,102,102,49.49,19.482,-211.772
2015-01-22,2.26049955,0.7372639,69337.209,64171.32,1008618.119,-582,40,40,110.26,9.58,-1696.68,1673,71,71,151.94,19.2765,5512.2735,1141,-4,-4,521.48,3.016,18666.094,109,113,113,48.26,17.402,123.308
2015-01-21,0.4501125,-1.52323565,80381.9635,67956.38,985142.3235,-622,65,65,108.95,14.5275,-545.7375,1602,35,35,153.03,9.275,-7657.795,1145,30,30,507.25,12.72,12732.08,-4,101,101,47.37,14.3925,-27.4225
2015-01-20,-0.37154455,-1.97334815,90537.3485,79123.98,980795.4785,-687,57,57,107.84,12.483,-1993.443,1567,30,30,156.7,8.715,-293.245,1115,29,29,511.0,14.7755,-1415.1555,-105,96,96,47.98,14.832,-13.602
2015-01-16,1.1378323,-1.6018036,101075.034,89017.02,983391.114,-744,41,41,107.03,11.07,597.84,1537,28,28,153.82,6.734,3964.356,1086,27,27,500.01,13.392,6865.608,-201,74,74,46.7,12.321,-49.481
2015-01-15,0.1827398,-2.7396359,105670.851,99566.5,969879.091,-785,33,33,110.0,6.5835,2326.1165,1509,13,13,156.69,3.0875,-1870.7275,1059,24,24,505.57,14.676,846.804,-275,30,30,48.06,4.995,525.205
2015-01-14,0.41082765,-2.9223757,115820.603,104127.52,971425.373,-818,53,53,109.04,15.6085,390.4915,1496,10,10,154.86,3.145,-1494.605,1035,40,40,494.65,25.18,4890.17,-305,30,30,48.96,5.43,322.22
2015-01-13,0.30391655,-3.33320335,124654.2665,114026.63,965399.6565,-871,57,57,111.43,16.6155,-985.7455,1486,10,10,157.26,2.745,538.875,995,34,34,498.84,17.714,3380.276,-335,35,35,50.66,5.04,105.76
2015-01-12,-0.47499795,-3.6371199,132815.011,123296.2,960357.201,-928,51,51,112.6,12.852,2518.338,1476,-42,-42,159.0,10.689,-3956.229,961,41,41,494.94,24.8665,-3453.2565,-370,32,32,50.82,5.552,141.168
2015-01-09,-0.47534405,-3.16212195,137892.2105,131276.27,967173.8605,-979,67,67,112.67,18.2575,-187.9975,1518,-18,-18,158.42,4.941,1042.479,920,27,27,504.76,19.548,-6064.908,-402,26,26,52.17,3.354,456.986
2015-01-08,0.18433915,-2.6867779,147348.841,136412.14,975987.341,-1046,93,93,109.23,16.275,-4484.355,1536,-27,-27,156.24,6.9795,5201.4705,893,27,27,497.99,12.9465,1481.9635,-428,35,35,51.77,5.1275,-355.6875
2015-01-07,-0.47564035,-2.87111705,149512.1795,145949.93,971757.8595,-1139,20,20,107.2,4.8,-1720.71,1563,66,66,157.2,22.407,-1691.247,866,65,65,507.0,55.6725,-1128.0325,-463,-2,-2,51.51,0.424,-216.414
2015-01-06,-1.39973715,-2.3954767,191335.843,147765.34,974807.933,-1159,318,318,106.54,83.316,-187.126,1497,-372,-372,159.67,75.888,-5166.048,801,-166,-166,515.0,110.141,-9462.471,-461,111,111,52.68,20.1465,818.2735
2015-01-05,-0.99573955,-0.99573955,434.2745,190780.85,986251.6045,-1477,-1477,-1477,108.29,449.7465,2563.3335,1869,1869,1869,161.27,402.7695,-3692.2095,967,967,967,523.26,443.3695,-9523.4995,-572,-572,-572,53.91,82.94,694.98
2015-01-02,0.0,0.0,1000000.0,0.0,1000000.0,0,0,0,111.39,0.0,0.0,0,0,0,161.31,0.0,0.0,0,0,0,529.01,0.0,0.0,0,0,0,54.36,0.0,0.0
